SVD1,SVD2
0.027930214307752388,-0.09260136461319594
-0.1346866844082867,0.06526327269524707
0.01294383508833539,-0.07776432196626296
0.0023440650095196184,0.018183111545431462
-0.035979294775212195,0.03862101040214442
-0.18865864812409391,-0.0181251810500537
-0.09483621691911896,-0.0383153019731648
0.09873891409489145,0.08694456761835617
0.028682263056201765,-0.041916593189305885
-0.010090580339882648,-0.023444351621490937
-0.18342094400946535,-0.07287386360221111
0.018879143594194195,-0.030086610935846685
-0.07593104336522957,0.04668345458115918
0.015147634571074192,-0.03096925308792207
-0.08016803431695813,0.08647020452949984
0.1404896795759349,0.04519004382347686
0.0075847227546050715,0.04339382869486929
0.10883769306065769,-0.007068479220569815
-0.05499288952758035,-0.02037217987954784
-0.08426474450673549,0.04418091133826896
-0.09559389994513302,-0.013793937680985802
-0.09187364358648467,-0.03954224821068278
-0.07972647845231541,0.03423166359744379
0.17948892484515555,-0.08392395101681772
-0.06133959323872776,-0.011864781944180213
0.00392289797246871,-0.05108158305198522
-0.18482797881372226,-0.046787327597596615
-0.04969686458927291,-0.026311806326146405
-0.08367947541821268,-0.002873150842038593
-0.017188845157392222,-0.06699185655661268
-0.05586127056803853,0.017026190005635558
-0.16496845360281048,0.03107216862504036
0.12405641267623141,-0.13990225391395747
-0.13651207026518108,0.025918906959496085
-0.14016166952114026,-0.005633555354570787
-0.03344247012185035,0.08954529981370617
-0.006776147628327901,0.021024832490694943
-0.06694458348681602,0.007152792495554455
0.18519306599254537,0.020869821163307115
0.007286754502146254,-0.014952907629009141
0.11550711372103671,0.02041930145299577
-0.17446400512564955,-0.024739158846160424
-0.027653573830820403,-0.08512644138761795
-0.0856907361834205,0.09886945266853625
0.09679971092446382,-0.07976042113282193
-0.010148631727656334,-0.02336589674094078
-0.1155696036478734,-0.014848434267307038
-0.16176308181861268,-0.05130322306412058
-0.04070201761488505,0.01946875767893439
0.061259623523277254,-0.06879025454214745
-0.04923614979626072,-0.023338039279071115
0.00978358812546918,-0.07297381395103096
-0.014617064883530075,0.0755584531940402
0.013467575293208887,0.031508193289550575
-0.040883262200180424,0.05951515421612016
-0.11662162674956603,0.06089789541378942
-0.01520215035794133,-0.03735062737952982
-0.20513665249309374,-0.027131230164977385
-0.1259062025385206,0.10604626976132779
0.06899439481576178,0.057490536922714594
-0.16425440461361887,-0.01758537226143796
0.03577286390397414,-0.10059514188644685
-0.09159180128268399,0.01041987965292406
-0.053232105704427005,0.06150603030896992
-0.05724126439521933,-0.06998171528024885
0.0824591868037375,-0.05100869707311563
0.04766207200209756,-0.06238976621728571
0.009975910720015814,-0.019373781580961955
-0.024269619171210448,-0.042679060830498994
-0.09412942497455051,-0.050213320251899805
-0.0843450895900275,0.06225696231644743
0.08470772989777058,0.009745600998972339
0.08047915460375182,0.09467967555396416
0.04895582183865348,0.025906402908610973
0.04014723655676767,0.013541565315608343
0.00299986063940907,-0.03153217148228197
-0.06256716578746445,-0.1812377056977995
-0.13320117711861537,0.0067672862943697135
-0.07474659165133526,-0.06156456772772492
-0.08004701338388527,0.04288551103505921
0.05755784985382684,0.10434056521488203
0.029140120795159534,-0.005131364268352473
-0.1099659142179657,0.1143480067456013
-0.09916784619703056,-0.03614629544668195
-0.16980174295612233,0.04604916667082143
-0.04022225444092138,0.019549380531641482
-0.09984014096265566,-0.0561050824797463
-0.010218025561077905,0.11587693660742834
-0.07489474504482559,-0.02459966009695176
-0.08273882572226364,0.053662352417863726
-0.1290848192585399,0.034986183893161146
0.0850736042899913,0.07409647384449092
-0.016668501222625184,0.029225985904199375
-0.14110777339003985,0.07138060860582193
-0.1208599934511376,0.05931037485172582
-0.07929171899708985,-0.026252073271175604
0.09260945018741439,-0.062182266303900155
0.07816749105152106,0.012181175273428263
-0.04848113580506783,-0.019373664607072023
0.002855870549134143,0.053363235247784774
0.03470620695171437,0.08783253091751334
-0.014706178454113185,0.01795694122273349
-0.03775006582001555,0.07477732615537103
0.08812316573089979,0.013068598221918757
-0.07674996985953393,0.005262854855439538
-0.01957692922994401,-0.044379935495913285
-0.16084151265552674,0.004416074128516747
0.028297638480467957,0.003930780768809652
0.05714622524980844,-0.13432789079136254
0.0905189384651959,-0.038328633786024566
-0.09686042472274173,-0.03637821960398591
-0.05808034136623977,0.08025863379001855
-0.027217664888491554,0.02494123390168239
0.12224166745395083,-0.04690446415129007
0.10154406827651181,-0.03358226987188563
0.13353772975599687,0.005428715171218164
0.10680462271637958,-0.03514875310274526
0.16598546555176905,0.009190626864679871
0.07508098663133246,-0.0202279784126827
-0.0486811180335934,0.01169256882782364
-0.05201683045298504,-0.0229385752834073
0.06308187228225431,0.006689184062100252
0.16207882150921937,-0.016151940594027997
0.2696446778709237,0.10284325436349975
-0.059432587175164225,-0.009573755895029889
0.013252541532434296,-0.08705501108754425
-0.18915537372323749,0.0032154232181064507
-0.037383211950270494,0.062482505080105194
-0.10967761737057204,0.047584270861380694
0.08273479153927561,-0.0033085782925644062
0.08358663697725764,-0.06574445895753579
-0.14395075368922125,0.035758248434612686
0.0340856026679167,0.02602744374609979
-0.13398122129563797,-0.08278474775615081
-0.07621232206906044,0.05830733437547564
0.040290500464009636,-0.07965184780607273
-0.19220854672973015,0.0014395356119854806
0.02628864566273996,-0.022482574261829445
0.08791678711992414,-0.09737366564089749
0.026756076181363175,-0.056101793629919204
0.0270168427384836,-0.06614617923405795
0.1572479978798562,-0.0010483190636001696
0.08179568005839498,0.027968524847786908
-0.07409353029589738,0.07535255124516979
0.10239881691545698,-0.023532873584868302
-0.02684591467460822,-0.033921293905000226
0.07135497536043149,-0.034368793088937415
0.057599841413639795,0.0017982999470906253
0.00697273017107925,0.03196102774327688
0.031093000016736753,-0.07393519683167886
0.005724447960790114,-0.03751179090736012
-0.06148265143842383,0.03359175171491029
0.156622765221885,-0.024870797807568165
0.019993308889381896,-0.021634655004844697
0.04897161482100674,0.002833509661472322
0.14049130697543863,0.04211483556368775
-0.0795573703679794,-0.0075549102735848715
0.045261106048451676,0.01453652259460192
-0.07383219317066178,0.04908295550145045
0.04767114333612785,0.0027002275786244616
-0.10897879973845441,0.027195496072065
0.24396992118754215,0.058273638976462566
-0.055148633195863564,0.0013853896374382893
